Id,Label,timeset,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,Authority,Hub,Clustering Coefficient,pageranks,componentnumber,Cluster,clustering,triangles,eigencentrality
"Chae, Bongsug (Kevin)","Chae, Bongsug (Kevin)",,13,19,5,0.40639,0.442012,1530.455211,3,0.007379,0.033989,0,0.000997,0,0,0,0,0.067876
"Choi, Jisun","Choi, Jisun",,17,21,5,0.440596,0.466906,1983.991417,5,0.011863,0.054643,0,0.001191,0,0,0,0,0.108075
"Hurmelinna-Laukkanen, Pia","Hurmelinna-Laukkanen, Pia",,7,12,5,0.384216,0.422048,494.774912,0,0.005414,0.024938,0,0.000584,0,0,0,0,0.049962
"Avellaneda, Claudia N","Avellaneda, Claudia N",,7,9,5,0.356004,0.396464,385.608708,2,0.004356,0.020062,0,0.000589,0,0,0,0,0.04106
"Barile, Sergio","Barile, Sergio",,8,11,5,0.392893,0.429684,657.205834,3,0.007123,0.03281,0,0.000642,0,0,0,0,0.063155
"Boland, Richard J., Jr.","Boland, Richard J., Jr.",,7,7,5,0.383468,0.421119,422.089286,5,0.006329,0.029151,0,0.000573,0,0,0,0,0.057837
"Carlo, Jessica Luo","Carlo, Jessica Luo",,5,8,5,0.379288,0.416822,254.433994,5,0.005883,0.027096,0,0.000448,0,0,0,0,0.053291
"Chae, B.","Chae, B.",,11,14,5,0.404998,0.440251,1150.202318,3,0.007276,0.033512,0,0.000853,0,0,0,0,0.06648
"Chang, Ching-Hsun","Chang, Ching-Hsun",,11,12,5,0.378318,0.418385,584.833759,0,0.006154,0.028344,0,0.000824,0,0,0,0,0.056919
"Chang, Yuan-Chieh","Chang, Yuan-Chieh",,4,5,5,0.348659,0.388011,164.322565,1,0.003948,0.018187,0,0.00039,0,0,0,0,0.036698
"Consoli, Davide","Consoli, Davide",,4,6,5,0.341611,0.380713,78.726841,5,0.003692,0.017007,0,0.000377,0,0,0,0,0.033781
"Deokar, Amit V","Deokar, Amit V",,11,14,5,0.420249,0.451155,781.219641,5,0.009614,0.044283,0,0.000801,0,0,0,0,0.085776
"Djellal, Faridah","Djellal, Faridah",,6,7,5,0.346008,0.386066,606.255875,2,0.003778,0.017403,0,0.000559,0,0,0,0,0.035824
"El-Gayar, Omar F","El-Gayar, Omar F",,11,14,5,0.420249,0.451155,781.219641,5,0.009614,0.044283,0,0.000801,0,0,0,0,0.085776
"Goul, Michael","Goul, Michael",,10,10,5,0.411192,0.444153,594.608892,5,0.007745,0.035673,0,0.00074,0,0,0,0,0.069703
"Gruhl, Daniel","Gruhl, Daniel",,10,12,5,0.410336,0.443519,698.129337,3,0.008892,0.040957,0,0.00074,0,0,0,0,0.079883
"Janssen, Marijn","Janssen, Marijn",,11,12,5,0.386475,0.425162,671.643315,6,0.00659,0.030356,0,0.000812,0,0,0,0,0.0615
"Kajikawa, Yuya","Kajikawa, Yuya",,8,8,5,0.397647,0.433192,419.817927,4,0.006948,0.032005,0,0.000618,0,0,0,0,0.062941
"Kim, Jieun","Kim, Jieun",,9,10,5,0.369803,0.409975,419.39394,4,0.005831,0.026858,0,0.000689,0,0,0,0,0.053954
"Majchrzak, Ann","Majchrzak, Ann",,9,12,5,0.397113,0.432826,659.106043,5,0.00756,0.034823,0,0.000696,0,0,0,0,0.069272
"Misuraca, Gianluca","Misuraca, Gianluca",,12,15,5,0.392893,0.430699,747.126185,5,0.007063,0.032534,0,0.000875,0,0,0,0,0.066352
"Rahman, Syed Abidur","Rahman, Syed Abidur",,5,6,5,0.353874,0.393547,151.07115,1,0.00436,0.020084,0,0.00045,0,0,0,0,0.040583
Rajagopal,Rajagopal,,4,6,5,0.365462,0.404593,113.705219,4,0.004724,0.021758,0,0.000374,0,0,0,0,0.042084
"Ritala, Paavo","Ritala, Paavo",,5,6,5,0.378802,0.416793,239.285236,0,0.005185,0.023884,0,0.000442,0,0,0,0,0.046892
"Rose, Gregory M","Rose, Gregory M",,5,8,5,0.379288,0.416822,254.433994,5,0.005883,0.027096,0,0.000448,0,0,0,0,0.053291
"Sakata, Ichiro","Sakata, Ichiro",,8,8,5,0.397647,0.433192,419.817927,4,0.006948,0.032005,0,0.000618,0,0,0,0,0.062941
"Saviano, Marialuisa","Saviano, Marialuisa",,8,11,5,0.392893,0.429684,657.205834,3,0.007123,0.03281,0,0.000642,0,0,0,0,0.063155
"Shih, T.-Y.","Shih, T.-Y.",,5,8,5,0.33965,0.378952,367.706523,5,0.003465,0.015959,0,0.000479,0,0,0,0,0.032395
"Stare, Metka","Stare, Metka",,9,10,5,0.35451,0.395788,926.62091,2,0.003951,0.0182,0,0.000766,0,0,0,0,0.039077
"Taghizadeh, Seyedeh Khadijeh","Taghizadeh, Seyedeh Khadijeh",,5,6,5,0.353874,0.393547,151.07115,1,0.00436,0.020084,0,0.00045,0,0,0,0,0.040583
"Walker, Richard M","Walker, Richard M",,7,9,5,0.356004,0.396464,385.608708,2,0.004356,0.020062,0,0.000589,0,0,0,0,0.04106
"Wang, Zhongjie","Wang, Zhongjie",,5,5,5,0.366822,0.405917,200.331969,3,0.005446,0.025085,0,0.00044,0,0,0,0,0.048627
"Abdous, M.","Abdous, M.",,1,1,5,0.322256,0.358171,0,1,0.002381,0.010966,0,0.000192,0,0,0,0,0.021345
"Ageron, B.","Ageron, B.",,5,5,5,0.406111,0.438884,258.946971,6,0.007284,0.033552,0,0.000433,0,0,0,0,0.064223
"Ahmad, Noor Hazlina","Ahmad, Noor Hazlina",,5,5,5,0.353874,0.393547,151.07115,1,0.00436,0.020084,0,0.00045,0,0,0,0,0.040583
"Akiyama, Masanori","Akiyama, Masanori",,6,6,5,0.387996,0.424866,258.380459,4,0.006258,0.028827,0,0.000494,0,0,0,0,0.056088
"Alfano, G.","Alfano, G.",,6,6,5,0.364786,0.404269,199.850922,5,0.004669,0.021505,0,0.000499,0,0,0,0,0.042909
"Allen, D.","Allen, D.",,8,8,5,0.376392,0.415638,387.737001,6,0.005844,0.02692,0,0.000642,0,0,0,0,0.0528
"Amanatidou, Effie","Amanatidou, Effie",,8,8,5,0.386475,0.424007,375.374824,6,0.006807,0.031356,0,0.000613,0,0,0,0,0.061922
"Annanpera, Elina","Annanpera, Elina",,5,5,5,0.376632,0.414596,232.721039,4,0.005859,0.026989,0,0.000438,0,0,0,0,0.052997
"Bader, M. A.","Bader, M. A.",,5,5,5,0.377835,0.415455,263.49461,6,0.005287,0.024353,0,0.000447,0,0,0,0,0.048467
"Bailey, John","Bailey, John",,5,5,5,0.369111,0.408129,189.001627,3,0.005679,0.026157,0,0.000438,0,0,0,0,0.050653
"Barahona, J. C.","Barahona, J. C.",,9,9,5,0.379288,0.418625,1041.300023,5,0.005856,0.026976,0,0.000741,0,0,0,0,0.054528
"Bascavusoglu-Moreau, E.","Bascavusoglu-Moreau, E.",,6,6,5,0.354935,0.394759,336.167584,6,0.004142,0.01908,0,0.000525,0,0,0,0,0.039164
"Beckers, Sander F M","Beckers, Sander F M",,6,6,5,0.353451,0.39328,222.408749,1,0.004365,0.020107,0,0.000519,0,0,0,0,0.040578
"Berry, Frances S","Berry, Frances S",,7,7,5,0.356004,0.396464,385.608708,2,0.004356,0.020062,0,0.000589,0,0,0,0,0.04106
"Bess, C.","Bess, C.",,8,8,5,0.376392,0.415638,387.737001,6,0.005844,0.02692,0,0.000642,0,0,0,0,0.0528
"Bhuyan, S. S.","Bhuyan, S. S.",,7,7,5,0.356004,0.396267,265.984656,4,0.004732,0.021799,0,0.000569,0,0,0,0,0.043987
"Blaabjerg, Steen","Blaabjerg, Steen",,5,5,5,0.377112,0.415314,554.78916,5,0.005181,0.023867,0,0.000478,0,0,0,0,0.046648
"Boland, R. J.","Boland, R. J.",,6,6,5,0.373776,0.412511,321.583576,5,0.005407,0.024907,0,0.000511,0,0,0,0,0.049302
"Bratt, Cecilia","Bratt, Cecilia",,5,5,5,0.366822,0.406114,178.246275,3,0.005591,0.025751,0,0.000434,0,0,0,0,0.049895
"Broeckelmann, P.","Broeckelmann, P.",,3,3,5,0.324021,0.360989,83.164197,6,0.002487,0.011457,0,0.000334,0,0,0,0,0.022924
"Broman, Goran","Broman, Goran",,5,5,5,0.366822,0.406114,178.246275,3,0.005591,0.025751,0,0.000434,0,0,0,0,0.049895
"Brown, Louise","Brown, Louise",,5,5,5,0.326886,0.364976,181.048113,2,0.002662,0.012261,0,0.000474,0,0,0,0,0.025323
"Bröchner, J.","Bröchner, J.",,5,5,5,0.340824,0.380318,381.652705,2,0.003254,0.014988,0,0.000484,0,0,0,0,0.030789
"Burkhard, Kevin A","Burkhard, Kevin A",,6,6,5,0.370266,0.409637,215.213744,3,0.005133,0.023644,0,0.000494,0,0,0,0,0.046185
"Burlat, Patrick","Burlat, Patrick",,5,5,5,0.348248,0.388236,116.462814,3,0.00414,0.019068,0,0.000439,0,0,0,0,0.037393
"Cabiddu, Francesca","Cabiddu, Francesca",,4,4,5,0.327792,0.365779,60.244488,0,0.002982,0.013737,0,0.000378,0,0,0,0,0.027092
"Calabretta, Giulia","Calabretta, Giulia",,6,6,5,0.353451,0.39328,222.408749,1,0.004365,0.020107,0,0.000519,0,0,0,0,0.040578
"Candi, Marina","Candi, Marina",,1,1,5,0.322256,0.358171,0,1,0.002381,0.010966,0,0.000192,0,0,0,0,0.021345
"Carroll, Noel","Carroll, Noel",,7,7,5,0.398988,0.433798,462.455732,5,0.006405,0.029504,0,0.000581,0,0,0,0,0.05781
"Casselman, R Mitch","Casselman, R Mitch",,3,3,5,0.327792,0.365427,44.574859,1,0.00277,0.012761,0,0.000325,0,0,0,0,0.025491
"Castro-Lucas, Cristina","Castro-Lucas, Cristina",,4,4,5,0.367505,0.406495,127.194901,1,0.004867,0.022418,0,0.000378,0,0,0,0,0.043728
"Chai, K. H.","Chai, K. H.",,3,3,5,0.327792,0.365328,129.236761,1,0.00269,0.012392,0,0.000339,0,0,0,0,0.024941
"Chan, C.-C.","Chan, C.-C.",,3,3,5,0.337133,0.3755,228.606157,5,0.003317,0.015281,0,0.000336,0,0,0,0,0.030357
"Chandak, A.","Chandak, A.",,7,7,5,0.356004,0.396267,265.984656,4,0.004732,0.021799,0,0.000569,0,0,0,0,0.043987
"Chang, Hung-Fan","Chang, Hung-Fan",,3,3,5,0.352398,0.39166,80.610172,4,0.004033,0.018575,0,0.000313,0,0,0,0,0.036185
"Chang, Soo Ho","Chang, Soo Ho",,7,7,5,0.370498,0.4102,205.382199,1,0.006418,0.029562,0,0.000547,0,0,0,0,0.056752
"Chen, Chi-Kuang","Chen, Chi-Kuang",,3,3,5,0.349071,0.38818,65.820695,5,0.003704,0.017063,0,0.000313,0,0,0,0,0.03321
"Chen, H.","Chen, H.",,4,4,5,0.358159,0.397323,108.952201,1,0.004502,0.020738,0,0.000385,0,0,0,0,0.040565
"Chen, Haozhe","Chen, Haozhe",,4,4,5,0.358159,0.397323,108.952201,1,0.004502,0.020738,0,0.000385,0,0,0,0,0.040565
"Chen, Kuan-Chung","Chen, Kuan-Chung",,3,3,5,0.349071,0.38818,65.820695,5,0.003704,0.017063,0,0.000313,0,0,0,0,0.03321
"Chen, Min-Nan","Chen, Min-Nan",,3,3,5,0.334464,0.372837,101.487613,1,0.003027,0.013944,0,0.000328,0,0,0,0,0.028163
"Chen, Yu-Shan","Chen, Yu-Shan",,6,6,5,0.332771,0.372091,168.363039,0,0.003091,0.014236,0,0.000524,0,0,0,0,0.029223
"Cheng, L.-H.","Cheng, L.-H.",,8,8,5,0.390043,0.426867,407.064296,5,0.006855,0.031575,0,0.000622,0,0,0,0,0.062908
"Chiu, Wen-Ta","Chiu, Wen-Ta",,8,8,5,0.390043,0.426867,407.064296,5,0.006855,0.031575,0,0.000622,0,0,0,0,0.062908
"Codagnone, Cristiano","Codagnone, Cristiano",,9,9,5,0.362106,0.403085,376.879593,5,0.005151,0.023727,0,0.000689,0,0,0,0,0.048731
"Colurcio, Maria","Colurcio, Maria",,8,8,5,0.384715,0.423119,380.438452,0,0.00663,0.030537,0,0.00063,0,0,0,0,0.059197
"Daugherty, Patricia J","Daugherty, Patricia J",,4,4,5,0.358159,0.397323,108.952201,1,0.004502,0.020738,0,0.000385,0,0,0,0,0.040565
"de Castro, C. C.","de Castro, C. C.",,3,3,5,0.333898,0.372105,101.269335,2,0.002919,0.013444,0,0.000333,0,0,0,0,0.026941
"Di Guardo, Maria Chiara","Di Guardo, Maria Chiara",,4,4,5,0.327792,0.365779,60.244488,0,0.002982,0.013737,0,0.000378,0,0,0,0,0.027092
"Diallo, Mbaye Fall","Diallo, Mbaye Fall",,4,4,5,0.367505,0.406495,127.194901,1,0.004867,0.022418,0,0.000378,0,0,0,0,0.043728
"Dismukes, J. P.","Dismukes, J. P.",,3,3,5,0.366141,0.404776,97.216048,5,0.004641,0.021375,0,0.000312,0,0,0,0,0.041096
"Dominguez-Pery, C","Dominguez-Pery, C",,5,5,5,0.406111,0.438884,258.946971,6,0.007284,0.033552,0,0.000433,0,0,0,0,0.064223
"Dos Santos, A. M.","Dos Santos, A. M.",,6,6,5,0.339455,0.37929,404.494281,2,0.003196,0.01472,0,0.000555,0,0,0,0,0.030838
"Dougherty, Deborah J","Dougherty, Deborah J",,6,6,5,0.387234,0.423838,311.531649,5,0.006397,0.029465,0,0.000504,0,0,0,0,0.058178
"Driessen, Paul H","Driessen, Paul H",,6,6,5,0.353451,0.39328,222.408749,1,0.004365,0.020107,0,0.000519,0,0,0,0,0.040578
"Dutton, W. H.","Dutton, W. H.",,7,7,5,0.360781,0.401212,347.441906,5,0.004469,0.020585,0,0.000582,0,0,0,0,0.040866
"Elizondo, A. M.","Elizondo, A. M.",,9,9,5,0.379288,0.418625,1041.300023,5,0.005856,0.026976,0,0.000741,0,0,0,0,0.054528
"Engberg, L. A.","Engberg, L. A.",,8,8,5,0.351979,0.392899,495.562232,2,0.003969,0.018281,0,0.000666,0,0,0,0,0.037993
"Engelstätter, B.","Engelstätter, B.",,5,5,5,0.35156,0.391617,304.747262,1,0.004012,0.018478,0,0.00046,0,0,0,0,0.037077
"Engwall, Mats","Engwall, Mats",,5,5,5,0.335603,0.374711,224.643953,3,0.003096,0.014263,0,0.000455,0,0,0,0,0.029181
"Ericson, A.","Ericson, A.",,4,4,5,0.350311,0.389899,85.006341,3,0.004316,0.019879,0,0.000373,0,0,0,0,0.038377
"Eriksson, Owen","Eriksson, Owen",,11,11,5,0.389017,0.42767,629.200559,0,0.006364,0.029316,0,0.000816,0,0,0,0,0.057515
"Faraj, Samer","Faraj, Samer",,6,6,5,0.387234,0.423838,311.531649,5,0.006397,0.029465,0,0.000504,0,0,0,0,0.058178
"Ferrin, Bruce G","Ferrin, Bruce G",,4,4,5,0.358159,0.397323,108.952201,1,0.004502,0.020738,0,0.000385,0,0,0,0,0.040565
"Figueira, M.","Figueira, M.",,3,3,5,0.333898,0.372105,101.269335,2,0.002919,0.013444,0,0.000333,0,0,0,0,0.026941
"Fleisch, E.","Fleisch, E.",,2,2,5,0.354935,0.393449,53.656408,5,0.004002,0.018434,0,0.000256,0,0,0,0,0.0358
"Fortune, J.","Fortune, J.",,7,7,5,0.359903,0.40007,411.802589,4,0.004727,0.021775,0,0.000587,0,0,0,0,0.044238
"Friedli, T.","Friedli, T.",,2,2,5,0.354935,0.393449,53.656408,5,0.004002,0.018434,0,0.000256,0,0,0,0,0.0358
"Fuglsang, Lars","Fuglsang, Lars",,2,2,5,0.324732,0.361482,15.477744,2,0.00254,0.011699,0,0.000255,0,0,0,0,0.023175
"Fukimaga, Y.","Fukimaga, Y.",,3,3,5,0.326705,0.36406,72.484391,1,0.002657,0.012239,0,0.000331,0,0,0,0,0.024563
"Gago, David","Gago, David",,4,4,5,0.383717,0.420569,274.859916,2,0.005674,0.026137,0,0.000385,0,0,0,0,0.050941
"Gallouj, C.","Gallouj, C.",,1,1,5,0.322256,0.358171,0,1,0.002381,0.010966,0,0.000192,0,0,0,0,0.021345
"Giesecke, Susanne","Giesecke, Susanne",,8,8,5,0.386475,0.424007,375.374824,6,0.006807,0.031356,0,0.000613,0,0,0,0,0.061922
"Gong, L.","Gong, L.",,4,4,5,0.346616,0.385996,465.243716,5,0.003793,0.017471,0,0.000427,0,0,0,0,0.034457
"Gong, Xiaoye","Gong, Xiaoye",,3,3,5,0.340824,0.379417,74.173271,5,0.003398,0.015654,0,0.000318,0,0,0,0,0.03076
"Greeven, M.","Greeven, M.",,4,4,5,0.346616,0.385996,465.243716,5,0.003793,0.017471,0,0.000427,0,0,0,0,0.034457
"Griffith, Terri L","Griffith, Terri L",,6,6,5,0.387234,0.423838,311.531649,5,0.006397,0.029465,0,0.000504,0,0,0,0,0.058178
"Grönlund, A.","Grönlund, A.",,4,4,5,0.342006,0.380741,109.335929,6,0.003539,0.016302,0,0.000387,0,0,0,0,0.032693
"Guan, Jiancheng","Guan, Jiancheng",,4,4,5,0.338097,0.377205,79.765979,1,0.00344,0.015847,0,0.000379,0,0,0,0,0.031244
"Guldemond, Nick","Guldemond, Nick",,5,5,5,0.348865,0.388673,228.835503,6,0.003818,0.017588,0,0.000449,0,0,0,0,0.035396
"Hallstedt, Sophie","Hallstedt, Sophie",,5,5,5,0.366822,0.406114,178.246275,3,0.005591,0.025751,0,0.000434,0,0,0,0,0.049895
"Hambleton, Robin","Hambleton, Robin",,6,6,5,0.334275,0.373683,256.448621,2,0.003214,0.014805,0,0.000536,0,0,0,0,0.030468
"Hammedi, Wafa","Hammedi, Wafa",,2,2,5,0.330909,0.368569,28.222929,3,0.002859,0.013168,0,0.000253,0,0,0,0,0.025747
"He, W.","He, W.",,1,1,5,0.322256,0.358171,0,1,0.002381,0.010966,0,0.000192,0,0,0,0,0.021345
"Helfert, Markus","Helfert, Markus",,7,7,5,0.398988,0.433798,462.455732,6,0.006405,0.029504,0,0.000581,0,0,0,0,0.05781
"Heller-Schuh, Barbara","Heller-Schuh, Barbara",,8,8,5,0.386475,0.424007,375.374824,6,0.006807,0.031356,0,0.000613,0,0,0,0,0.061922
"Henseler, Jorg","Henseler, Jorg",,2,2,5,0.330909,0.368569,28.222929,3,0.002859,0.013168,0,0.000253,0,0,0,0,0.025747
"Hillebrand, Bas","Hillebrand, Bas",,6,6,5,0.353451,0.39328,222.408749,1,0.004365,0.020107,0,0.000519,0,0,0,0,0.040578
"Hilman, Haim","Hilman, Haim",,4,4,5,0.329251,0.36747,62.646757,1,0.003125,0.014393,0,0.000386,0,0,0,0,0.028629
"Ho, L.-A.","Ho, L.-A.",,2,2,5,0.354935,0.393449,53.656408,5,0.004002,0.018434,0,0.000256,0,0,0,0,0.0358
"Howard, Joanna","Howard, Joanna",,6,6,5,0.334275,0.373683,256.448621,2,0.003214,0.014805,0,0.000536,0,0,0,0,0.030468
"Hsiao, Shu-Ling","Hsiao, Shu-Ling",,4,4,5,0.366594,0.405255,134.468938,4,0.004909,0.022613,0,0.000376,0,0,0,0,0.044331
"Hsu, Shu-Chuan","Hsu, Shu-Chuan",,2,2,5,0.354935,0.393449,53.656408,5,0.004002,0.018434,0,0.000256,0,0,0,0,0.0358
"Huang, Hui-Ling","Huang, Hui-Ling",,2,2,5,0.354935,0.393449,53.656408,5,0.004002,0.018434,0,0.000256,0,0,0,0,0.0358
"Huang, L.","Huang, L.",,3,3,5,0.359247,0.398323,80.474384,3,0.004911,0.022621,0,0.00031,0,0,0,0,0.043147
"Hughes, Alan","Hughes, Alan",,6,6,5,0.354935,0.394759,336.167584,6,0.004142,0.01908,0,0.000525,0,0,0,0,0.039164
"Humphreys, Ashlee","Humphreys, Ashlee",,6,6,5,0.353451,0.39328,222.408749,1,0.004365,0.020107,0,0.000519,0,0,0,0,0.040578
"Hung, S.-C.","Hung, S.-C.",,2,2,5,0.336941,0.374937,24.687097,5,0.003302,0.015209,0,0.000254,0,0,0,0,0.02988
"Hwang, P.-R.","Hwang, P.-R.",,6,6,5,0.371662,0.410707,192.693575,3,0.005443,0.025073,0,0.000492,0,0,0,0,0.049041
"Hänninen, S.","Hänninen, S.",,1,1,5,0.322256,0.358171,0,1,0.002381,0.010966,0,0.000192,0,0,0,0,0.021345
"Ikävalko, J.","Ikävalko, J.",,1,1,5,0.322256,0.358171,0,1,0.002381,0.010966,0,0.000192,0,0,0,0,0.021345
"Ishimatsu, H.","Ishimatsu, H.",,5,5,5,0.343197,0.382854,107.449378,6,0.003668,0.016895,0,0.000433,0,0,0,0,0.033584
"Iskin, I.","Iskin, I.",,3,3,5,0.333146,0.371457,45.031682,1,0.003103,0.014292,0,0.000316,0,0,0,0,0.02837
"Ismail, I.","Ismail, I.",,1,1,5,0.322256,0.358171,0,1,0.002381,0.010966,0,0.000192,0,0,0,0,0.021345
"Jaiswal, M.","Jaiswal, M.",,9,9,5,0.361884,0.402775,457.250389,0,0.005069,0.023347,0,0.000698,0,0,0,0,0.046882
"Jaksic, Maja Levi","Jaksic, Maja Levi",,5,5,5,0.37073,0.409312,167.175523,1,0.00539,0.024826,0,0.000441,0,0,0,0,0.048668
"Jiang, S.","Jiang, S.",,4,4,5,0.346616,0.385996,465.243716,5,0.003793,0.017471,0,0.000427,0,0,0,0,0.034457
"Johannessen, Jon-Arild","Johannessen, Jon-Arild",,8,8,5,0.337903,0.378107,1529.792151,5,0.003172,0.01461,0,0.000786,0,0,0,0,0.030728
"Johnston, Wesley J","Johnston, Wesley J",,6,6,5,0.37856,0.416934,361.309643,0,0.005062,0.023318,0,0.00052,0,0,0,0,0.046425
"Kageyama, Y.","Kageyama, Y.",,5,5,5,0.343197,0.382854,107.449378,6,0.003668,0.016895,0,0.000433,0,0,0,0,0.033584
"Kahn, Kenneth B","Kahn, Kenneth B",,4,4,5,0.336749,0.375627,72.37902,1,0.003391,0.015621,0,0.000376,0,0,0,0,0.031291
"Kakutani, Y.","Kakutani, Y.",,5,5,5,0.343197,0.382854,107.449378,6,0.003668,0.016895,0,0.000433,0,0,0,0,0.033584
"Kaliappen, Narentheren","Kaliappen, Narentheren",,4,4,5,0.329251,0.36747,62.646757,1,0.003125,0.014393,0,0.000386,0,0,0,0,0.028629
"Kang, Jina","Kang, Jina",,3,3,5,0.333146,0.371457,146.200635,1,0.002986,0.013753,0,0.000338,0,0,0,0,0.027658
"Kang, K. H.","Kang, K. H.",,3,3,5,0.333146,0.371457,146.200635,1,0.002986,0.013753,0,0.000338,0,0,0,0,0.027658
"Karniouchina, EV","Karniouchina, EV",,1,1,5,0.322256,0.358171,0,1,0.002381,0.010966,0,0.000192,0,0,0,0,0.021345
"Kauranen, I.","Kauranen, I.",,1,1,5,0.322256,0.358171,0,1,0.002381,0.010966,0,0.000192,0,0,0,0,0.021345
"Kihara, Y.","Kihara, Y.",,2,2,5,0.354935,0.393449,53.656408,5,0.004002,0.018434,0,0.000256,0,0,0,0,0.0358
"Kim, Miri","Kim, Miri",,6,6,5,0.399258,0.433953,416.295987,1,0.00611,0.028142,0,0.000515,0,0,0,0,0.055113
"Knutsen, Lars A","Knutsen, Lars A",,4,4,5,0.339845,0.378811,99.500393,5,0.003602,0.016591,0,0.000385,0,0,0,0,0.033093
"Ko, Hsien-Tang","Ko, Hsien-Tang",,1,1,5,0.322256,0.358171,0,1,0.002381,0.010966,0,0.000192,0,0,0,0,0.021345
"Koch, Daniel Jeffrey","Koch, Daniel Jeffrey",,3,3,5,0.34969,0.389011,73.327486,1,0.004028,0.018556,0,0.000316,0,0,0,0,0.036103
"Krafft, Manfred","Krafft, Manfred",,6,6,5,0.353451,0.39328,222.408749,1,0.004365,0.020107,0,0.000519,0,0,0,0,0.040578
"Krempl, R.","Krempl, R.",,2,2,5,0.354935,0.393449,53.656408,5,0.004002,0.018434,0,0.000256,0,0,0,0,0.0358
"Krishnan, V. V.","Krishnan, V. V.",,2,2,5,0.354935,0.393449,53.656408,5,0.004002,0.018434,0,0.000256,0,0,0,0,0.0358
"Kuk, George","Kuk, George",,8,8,5,0.37354,0.413004,372.498388,4,0.005432,0.025019,0,0.000617,0,0,0,0,0.050153
"Kumar, R.","Kumar, R.",,5,5,5,0.348865,0.388673,322.457919,1,0.003499,0.016115,0,0.000476,0,0,0,0,0.033271
"Kuo, Tsung-Hsien","Kuo, Tsung-Hsien",,2,2,5,0.354935,0.393449,53.656408,5,0.004002,0.018434,0,0.000256,0,0,0,0,0.0358
"Kuo, Yen-Ku","Kuo, Yen-Ku",,2,2,5,0.354935,0.393449,53.656408,5,0.004002,0.018434,0,0.000256,0,0,0,0,0.0358
"Kuusisto, Jari","Kuusisto, Jari",,3,3,5,0.333333,0.371668,141.044437,2,0.003059,0.014092,0,0.000334,0,0,0,0,0.028143
"Lancaster, N.","Lancaster, N.",,3,3,5,0.333898,0.372203,127.564016,6,0.00292,0.013449,0,0.000332,0,0,0,0,0.026932
"Larsen, J. N.","Larsen, J. N.",,8,8,5,0.351979,0.392899,495.562232,2,0.003969,0.018281,0,0.000666,0,0,0,0,0.037993
"Larsson, T. C.","Larsson, T. C.",,4,4,5,0.350311,0.389899,85.006341,3,0.004316,0.019879,0,0.000373,0,0,0,0,0.038377
"Lee, Chong Ho","Lee, Chong Ho",,4,4,5,0.337325,0.376261,56.200894,1,0.003355,0.015451,0,0.000376,0,0,0,0,0.030719
"Leo, Pierre-Yves","Leo, Pierre-Yves",,4,4,5,0.367505,0.406495,127.194901,1,0.004867,0.022418,0,0.000378,0,0,0,0,0.043728
"Li, E. Y.","Li, E. Y.",,8,8,5,0.390043,0.426867,407.064296,5,0.006855,0.031575,0,0.000622,0,0,0,0,0.062908
"Liao, Z.","Liao, Z.",,4,4,5,0.342402,0.381558,115.485332,1,0.003561,0.016403,0,0.000379,0,0,0,0,0.032502
"Lin, Che-Hung","Lin, Che-Hung",,2,2,5,0.354935,0.393449,53.656408,5,0.004002,0.018434,0,0.000256,0,0,0,0,0.0358
"Lin, Kwei-Jay","Lin, Kwei-Jay",,7,7,5,0.370498,0.4102,205.382199,1,0.006418,0.029562,0,0.000547,0,0,0,0,0.056752
"Lin, S. S. J.","Lin, S. S. J.",,2,2,5,0.354935,0.393449,53.656408,5,0.004002,0.018434,0,0.000256,0,0,0,0,0.0358
"Lin, Shu-Fang","Lin, Shu-Fang",,4,4,5,0.337133,0.376247,79.032872,1,0.003309,0.01524,0,0.000377,0,0,0,0,0.030277
"Lin, Tingling","Lin, Tingling",,2,2,5,0.330909,0.36847,25.004212,0,0.00273,0.012575,0,0.000257,0,0,0,0,0.025009
"Lin, Yu-Ting","Lin, Yu-Ting",,8,8,5,0.390043,0.426867,407.064296,5,0.006855,0.031575,0,0.000622,0,0,0,0,0.062908
"Lindgren, Rikard","Lindgren, Rikard",,11,11,5,0.389017,0.42767,629.200559,0,0.006364,0.029316,0,0.000816,0,0,0,0,0.057515
"Linton, Jonathan D","Linton, Jonathan D",,3,3,5,0.334464,0.372837,101.487613,1,0.003027,0.013944,0,0.000328,0,0,0,0,0.028163
"Liukkunen, Kari","Liukkunen, Kari",,5,5,5,0.376632,0.414596,232.721039,4,0.005859,0.026989,0,0.000438,0,0,0,0,0.052997
"Loebler, Helge","Loebler, Helge",,6,6,5,0.403892,0.437447,403.349159,3,0.007239,0.033344,0,0.000501,0,0,0,0,0.063899
"Lu, Hsi-Peng","Lu, Hsi-Peng",,1,1,5,0.322256,0.358171,0,1,0.002381,0.010966,0,0.000192,0,0,0,0,0.021345
"Luo, Chih-Ming Arthur","Luo, Chih-Ming Arthur",,3,3,5,0.352398,0.39166,80.610172,4,0.004033,0.018575,0,0.000313,0,0,0,0,0.036185
"Léo, P. Y.","Léo, P. Y.",,4,4,5,0.367505,0.406495,127.194901,1,0.004867,0.022418,0,0.000378,0,0,0,0,0.043728
